37,가,한국교원대학교,체육교육과,20m,높이뛰기,턱걸이/매달리기,배구,,,345
38,가,한국교통대학교,스포츠산업학과,제멀,20m,싯업,,,,812
201,가,한국교통대학교,스포츠의학과,제멀,20m,싯업,,,,740
39,가,한국체육대학교,노인체육복지학과,10m,제멀,메던,,,,900
39,가,한국체육대학교,노인체육복지학과(농),10m,제멀,메던,,,,
39,가,한국체육대학교,노인체육복지학과(사),10m,제멀,메던,,,,
40,가,한국체육대학교,사회체육학과,메던,제멀,레이업,100m,,,866
45,가,한국체육대학교,사회체육학과(농),메던,제멀,레이업,100m,,,
45,가,한국체육대학교,사회체육학과(사),메던,제멀,레이업,100m,,,
40,가,한국체육대학교,사회체육학과(서해),메던,제멀,레이업,100m,,,
41,가,한국체육대학교,스포츠산업학과,10m,제멀,메던,,,,901
46,가,한국체육대학교,스포츠산업학과(농),10m,제멀,메던,,,,
46,가,한국체육대학교,스포츠산업학과(사),10m,제멀,메던,,,,
41,가,한국체육대학교,스포츠산업학과(서해),10m,제멀,메던,,,,
42,가,한국체육대학교,스포츠청소년지도학과,10m,제멀,메던,,,,904
42,가,한국체육대학교,스포츠청소년지도학과(농),10m,제멀,메던,,,,
,가,한국체육대학교,스포츠청소년지도학과(비),10m,제멀,메던,,,,
42,가,한국체육대학교,스포츠청소년지도학과(사),10m,제멀,메던,,,,
42,가,한국체육대학교,스포츠청소년지도학과(서해),10m,제멀,메던,,,,
43,가,한국체육대학교,운동건강관리학과,10m,제멀,메던,,,,901
46,가,한국체육대학교,운동건강관리학과(농),10m,제멀,메던,,,,
46,가,한국체육대학교,운동건강관리학과(사),10m,제멀,메던,,,,
44,가,한국체육대학교,특수체육교육과,10m,제멀,메던,,,,818
46,가,한국체육대학교,특수체육교육과(농),10m,제멀,메던,,,,
46,가,한국체육대학교,특수체육교육과(사),10m,제멀,메던,,,,
47,가,한국해양대학교,해양스포츠과학과,60m,제멀,,,,,752
48,가,한신대학교,특수체육학과,제멀,20m,,,,,865
49,가,한양대학교,스포츠과학부,제멀,메던,10m,25m,,,897
,가,한양대학교,스포츠메니지먼트,비실기,,,,,,
51,가,호서대학교,골프산업,제멀,10m,메던,,,,920
51,가,호서대학교,사회체육,제멀,10m,메던,,,,940
53,나,가톨릭관동대학교,스포츠레저학전공,제멀,싯업,10m,,,,680
52,나,가톨릭관동대학교,스포츠재활의학전공,제멀,메던,10m,,,,700
55,나,강원대학교,체육교육과,싯업,지그재그,제멀,,,,347
54,나,강원대학교,휴먼스포츠학부,싯업,사이드스텝,제멀,좌전굴,,,240
,나,건국대학교,체육교육과,20m,높이뛰기,체조,농구,싯업,,730
,나,건양대학교,스포츠의학과,비실기,,,,,,
56,나,경기대학교,스포츠과학부,20m,메던,제멀,,,,88
57,나,경기대학교,시큐리티매니지먼트학과,20m,메던,제멀,,,,87
58,나,경기대학교,체육학과,20m,싯업,,,,,90
59,나,경남대학교,체육교육과,100m,핸던,z런,제멀,,,958
,나,경동대학교,스포츠마케팅,비실기,,,,,,960
61,나,경북대학교,체육교육과,z런,제멀,사이드스텝,공벽치기,턱걸이/매달리기,,725
60,나,경북대학교,체육학부(건강운동관리전공),z런,제멀,사이드스텝,공벽치기,,,725
60,나,경북대학교,체육학부(체육학전공),z런,제멀,사이드스텝,공벽치기,,,725
,나,경희대학교,골프산업학과,비실기,,,,,,612
,나,경희대학교,스포츠의학과(일반),비실기,,,,,,622
,나,경희대학교,스포츠의학과(기초수급자),비실기,,,,,,
,나,경희대학교,스포츠지도학과,비실기,,,,,,
,나,경희대학교,체육학과(농어촌),비실기,,,,,,
,나,경희대학교,체육학과(일반),비실기,,,,,,615
,나,경희대학교,태권도학과,비실기,,,,,,
63,나,공주대학교,생활체육지도학과(농어촌),25m,싯업,세단뛰기/제멀,턱걸이/매달리기,,,
63,나,공주대학교,생활체육지도학과(일반),25m,싯업,세단뛰기/제멀,턱걸이/매달리기,,,780
64,나,공주대학교,체육교육과,25m,싯업,서전트,좌전굴,,,810
13,나,나사렛대학교,재활스포츠학부(일반),제멀,10m,싯업,,,,930
65,나,남서울대학교,스포츠건강관리학과,20m,제멀,좌전굴,,,,850
65,나,남서울대학교,스포츠비즈니스학과,20m,제멀,좌전굴,,,,850
66,나,대구가톨릭대학교,체육교육과,z런,제멀,사이드스텝,메던,,,868
67,나,대구한의대학교,체육학과,제멀,z런,메던,,,,934
68,나,대전대학교,스포츠건강재활학과,제멀,20m,,,,,845
69,나,동덕여자대학교,체육학전공,제멀,좌전굴,10m(콘),,,,838
70,나,동서대학교,체육학과,메던,z런,제멀,,,,900
71,나,동아대학교,체육학과,25m,메던,,,,,855
72,나,동의대학교,체육학과,제멀,메던,z런,,,,
,나,목원대학교,스포츠건강관리학과(비),비실기,,,,,,
73,나,목원대학교,스포츠건강관리학과,10m,제멀,,,,,
74,나,상명대학교,스포츠융합,50m달리기,좌전굴,제멀,,,,860
75,나,서울과학기술대학교,스포츠과학과,제멀,10m,메던,,,,855
,나,서울과학기술대학교,스포츠과학과(비),비실기,,,,,,
,나,서울대학교,체육교육과,턱걸이,핸던,제멀,100m,농구,축구,520
76,나,서울시립대학교,스포츠과학과,좌전굴,제멀,100m,,,,896
77,나,서울여자대학교,스포츠운동과학과,좌전굴,제멀,매달리기,,,,99
115,나,서원대학교,헬스케어운동학과,10m,제멀,좌전굴,메던,,,
78,나,성결대학교,체육교육과,80m,제멀,10m,싯업,체전굴,25m(대체),930
79,나,세명대학교,생활체육학과,제멀,20m,싯업,,,,726
80,나,세종대학교,체육학과,제멀,메던,20m,,,,835
81,나,수원대학교,스포츠과학부(기초),지그재그런,제멀,배근력,,,,920
82,나,수원대학교,스포츠과학부(전공),지그재그런,제멀,축구,농구,체조,,
83,나,숙명여자대학교,체육교육과,허들,높이뛰기,물구나무,핸드스프링,전공,,890
84,나,신라대학교,체육학부,z런,좌전굴,서전트,,,,
85,나,영남대학교,체육학부,제멀,사이드스텝,,,,,700
86,나,용인대학교,스포츠레저학과,제멀,10m,,,,,450
127,나,용인대학교,체육학과,제멀,10m,,,,,450
128,나,용인대학교,특수체육교육과,제멀,10m,,,,,425
,나,우석대학교,스포츠지도학과,25m,서전트,메던,,,,
,나,우석대학교,체육학과,좌전굴,지그재그런,서전트,,,,
87,나,울산대학교,스포츠과학부,메던,제멀,z런,,,,830
88,나,이화여자대학교,체육과학부,10m,제멀,메던,,,,905
89,나,전남대학교,체육교육과,100m,지그재그런,체조,축구,,,
90,나,전북대학교,스포츠과학과,제멀,핸던,싯업,체전굴,,,
91,나,전북대학교,체육교육과,체조1,체조2,배구,농구,축구,,625
92,나,제주대학교,스포츠과학과,좌전굴,턱걸이,서전트,,,,685
,나,중부대학교,스포츠건강관리학전공,비실기,,,,,,
94,나,중앙대학교,스포츠과학부,100m,메던,제멀,,,,730
,나,중앙대학교,체육교육과,비실기,,,,,,600
,나,충남대학교,스포츠과학과(비),비실기,,,,,,
36,나,충북대학교,체육교육과,지그재그런,제멀,농구,,,,960
95,나,한남대학교,스포츠과학과,제멀,10m,,,,,850
96,나,한림대학교,체육학과,지그재그,서전트,싯업,,,,850
97,나,한서대학교,경호비서학과,10m,싯업,십자런,,,,500
98,나,한서대학교,레저해양스포츠학과,20m,제멀,싯업,,,,860
99,나,한양대학교,스포츠사이언스,순환식계측,,,,,,920
,다,가천대학교,운동재활전공,비실기,,,,,,85
101,다,가톨릭관동대학교,체육교육과,제멀,10m,배구,,,,850
102,다,강남대학교,체육학과,10m왕복,제멀,메던,,,,878
,다,건국대학교,골프산업,드라이버샷,우드샷,아이언샷,어프로치,,,
103,다,건국대학교,스포츠건강,20m,제멀,농구,,,,900
,다,경남대학교,스포츠재활전공,비실기,,,,,,
104,다,경성대학교,스포츠건강학과,z런,제멀,,,,,920
105,다,경일대학교,노인체육복지학과,비실기,,,,,,
,다,계명대학교,스포츠마케팅학과,비실기,,,,,,
,다,계명대학교,실버스포츠복지학과,비실기,,,,,,
106,다,광운대학교,스포츠융합과학과,서전트,사이드스텝,싯업,,,,825
107,다,극동대학교,사회체육학과,제멀,10m,배근력,메디신,,,
108,다,단국대학교,생활체육,20m,제멀,메던,,,,880
108,다,단국대학교,스포츠경영,20m,제멀,메던,,,,900
108,다,단국대학교,운동처방재활,20m,제멀,메던,,,,920
109,다,단국대학교,체육교육,10m,높이뛰기,좌전굴,배구,,,850
,다,대구대학교,스포츠레저학과,비실기,,,,,,
,다,대구대학교,체육학과,비실기,,,,,,
110,다,대전대학교,스포츠운동과학과,제멀,20m,,,,,
111,다,대진대학교,스포츠건강과학과,제멀,좌전굴,10m,,,,930
,다,동명대학교,스포츠재활학과,,,,,,,
,다,명지대학교,스포츠학부,농구,제멀,,,,,
,다,목포대학교,체육학과,비실기,,,,,,
114,다,서경대학교,스포츠앤테크놀로지학과,좌전굴,제멀,싯업,,,,
115,다,서원대학교,레저스포츠학부,10m,제멀,좌전굴,메던,,,900
116,다,선문대학교,스포츠과학전공,20m,싯업,제멀,,,,800
116,다,선문대학교,피트니스재활전공,20m,싯업,제멀,,,,800
117,다,순천대학교,사회체육학과,비실기,,,,,,
118,다,순천향대학교,사회체육학과,20m,제멀,농던,,,,965
119,다,순천향대학교,스포츠과학과,제멀,농던,싯업,,,,960
120,다,순천향대학교,스포츠의학과,20m,제멀,,,,,965
121,다,숭실대학교,스포츠학부,제멀,좌전굴,앉메,싯업,,,900
122,다,영남대학교,특수체육교육과,제멀,10m,배구,,,,770
,다,영산대학교,스포츠공무원학부,비실기,,,,,,
,다,우석대학교,생활체육학과,10m,제멀,싯업,,,,
,다,우석대학교,스포츠마케팅학과,비실기,,,,,,
123,다,인하대학교,체육교육과,10m,제멀,,,,,945
124,다,전주대학교,생활체육학과,20m,제멀,,,,,
125,다,제주대학교,체육교육과,20m,체전굴,서전트,농구,배구,,745
,다,차의과대학교,미래융합대학,비실기,,,,,,
126,다,창원대학교,체육학과,100m,제멀,,,,,870
,다,한국외국어대학교,글로벌스포츠산업학부,,,,,,,607
